AÑO;SEMANA;BLOQUE;CAMA;CAMAS SEMBRADAS BLOQUE;NO. HALLAZGOS;NO. PLANTAS;EDAD;ETAPA FENOLÓGICA;% INCIDENCIA;CUADRO;LINEA;VARIEDAD
2024;37;22;;128;0;;;VEGETATIVO;0,0%;;;
2024;37;23;;96;0;;;VEGETATIVO;0,0%;;;
2024;37;25;;96;0;;;VEGETATIVO;0,0%;;;
2024;37;35;;80;0;;;VEGETATIVO;0,0%;;;
2024;37;44;17A;80;1;1;2;VEGETATIVO;1,3%;3;13;FLAMBEAU
2024;37;41;;80;0;;;VEGETATIVO;0,0%;;;
2024;37;43;;64;0;;;VEGETATIVO;0,0%;;;
2024;37;45;;88;0;;;VEGETATIVO;0,0%;;;
2024;37;48;;171;0;;;VEGETATIVO;0,0%;;;
2024;37;50;;96;0;;;VEGETATIVO;0,0%;;;
2024;37;19;24A;96;1;1;8;FLOR;1,0%;1;32;TOPSPIN
2024;37;8;12A;152;1;1;9;FLOR;0,7%;6;11;TOPSPIN
2024;37;6;;115;0;;;VEGETATIVO;0,0%;;;
2024;37;11;;180;0;;;VEGETATIVO;0,0%;;;
2024;37;47;;126;0;;;VEGETATIVO;0,0%;;;
2024;37;19;22A;96;1;1;8;FLOR;1,0%;7;28;TOPSPIN
2024;37;10;;172;0;;;VEGETATIVO;0,0%;;;
2024;37;12;;192;0;;;VEGETATIVO;0,0%;;;
2024;37;14;;212;0;;;VEGETATIVO;0,0%;;;
2024;38;19;29B;96;2;2;9;FLOR;2,1%;9,4;22,8;FLAMBEAU
2024;38;19;47A;96;1;1;9;FLOR;1,0%;10;12;TOPSPIN
2024;38;26;41B;96;5;2;6;VEGETATIVO;2,1%;8,9;4,5,6,7,8;TOPSPIN
2024;38;26;40B;96;1;1;6;VEGETATIVO;1,0%;8;19;TOPSPIN
2024;38;5;09A;72;1;1;10;FLOR;1,4%;3;4;TOPSPIN
2024;38;8;;152;0;;;VEGETATIVO;0,0%;;;
2024;38;19;48A;96;1;1;9;FLOR;1,0%;10;32;TOPSPIN
2024;38;32;;48;0;;;VEGETATIVO;0,0%;;;
2024;38;33;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;35;;80;0;;;VEGETATIVO;0,0%;;;
2024;38;46;;48;0;;;VEGETATIVO;0,0%;;;
2024;38;47;;126;0;;;VEGETATIVO;0,0%;;;
2024;38;19;19A;96;1;1;9;FLOR;1,0%;10;25;TOPSPIN
2024;38;4;26A;104;12;9;3;VEGETATIVO;8,7%;7;10,11,13;TOPSPIN
2024;38;4;28A;104;2;1;2;VEGETATIVO;1,0%;7;9;TOPSPIN
2024;38;26;40B;96;1;1;6;VEGETATIVO;1,0%;4;12;TOPSPIN
2024;38;26;41B;96;1;1;6;VEGETATIVO;1,0%;5;18;TOPSPIN
2024;38;31;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;45;;88;0;;;VEGETATIVO;0,0%;;;
2024;38;48;;171;0;;;VEGETATIVO;0,0%;;;
2024;38;4;26A;104;1;1;2;VEGETATIVO;1,0%;11;15;TOPSPIN
2024;38;44;12A;80;1;1;4;VEGETATIVO;1,3%;10;10;FLAMBEAU
2024;38;19;29B;96;1;1;9;FLOR;1,0%;10;20;FLAMBEAU
2024;38;19;24B;96;1;1;9;FLOR;1,0%;1;7;TOPSPIN
2024;38;28;;140;0;;;VEGETATIVO;0,0%;;;
2024;38;29;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;41;;80;0;;;VEGETATIVO;0,0%;;;
2024;38;43;;64;0;;;VEGETATIVO;0,0%;;;
2024;38;50;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;4;24A;104;1;1;2;VEGETATIVO;1,0%;1;2;TOPSPIN
2024;38;4;25A;104;8;3;2;VEGETATIVO;2,9%;7,8,9,10;7,8,6;TOPSPIN
2024;38;4;27A;104;1;1;2;VEGETATIVO;1,0%;3;4;TOPSPIN
2024;38;7;;132;0;;;VEGETATIVO;0,0%;;;
2024;38;17;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;25;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;27;;88;0;;;VEGETATIVO;0,0%;;;
2024;38;19;23A;96;2;2;9;FLOR;2,1%;8,1;9,3;TOPSPIN
2024;38;19;24A;96;1;1;9;FLOR;1,0%;6;1;TOPSPIN
2024;38;4;24A;104;4;3;2;VEGETATIVO;2,9%;1,7;9,4;TOPSPIN
2024;38;6;;115;0;;;VEGETATIVO;0,0%;;;
2024;38;37;;96;0;;;VEGETATIVO;0,0%;;;
2024;38;38;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;10;40B;172;1;1;8;FLOR;0,6%;8;18;SHORTCAKE BRONZE
2024;39;8;12A;152;1;1;12;FLOR;0,7%;5;1;TOPSPIN
2024;39;5;37A;72;1;1;10;FLOR;1,4%;10;16;TOPSPIN
2024;39;19;48A;96;1;1;10;FLOR;1,0%;5;13;TOPSPIN
2024;39;19;23A;96;1;1;10;FLOR;1,0%;7;24;TOPSPIN
2024;39;11;;180;0;;;VEGETATIVO;0,0%;;;
2024;39;12;;192;0;;;VEGETATIVO;0,0%;;;
2024;39;14;;212;0;;;VEGETATIVO;0,0%;;;
2024;39;3;26B;112;1;1;3;VEGETATIVO;0,9%;4;16;TOPSPIN
2024;39;32;;48;0;;;VEGETATIVO;0,0%;;;
2024;39;33;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;35;;80;0;;;VEGETATIVO;0,0%;;;
2024;39;4;25A;104;1;1;3;VEGETATIVO;1,0%;7;1;TOPSPIN
2024;39;4;05A;104;2;2;3;VEGETATIVO;1,9%;5;4,5,6,7,8;TOPSPIN
2024;39;4;21A;104;14;14;3;VEGETATIVO;13,5%;9, 14, 7, 6;3, 5, 6,15, 16, 19;TOPSPIN
2024;39;19;25A;96;2;2;10;FLOR;2,1%;6;12;TOPSPIN
2024;39;19;30A;96;1;1;10;FLOR;1,0%;5;29;TOPSPIN
2024;39;19;09B;96;1;1;10;FLOR;1,0%;5;20;TOPSPIN
2024;39;19;23B;96;2;2;10;FLOR;2,1%;2,4;31,33;TOPSPIN
2024;39;19;28A;96;1;1;10;FLOR;1,0%;4;21;TOPSPIN
2024;39;19;37A;96;4;4;10;FLOR;4,2%;6;15,16,17;TOPSPIN
2024;39;1;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;2;;104;0;;;VEGETATIVO;0,0%;;;
2024;39;18;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;24;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;25;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;27;;88;0;;;VEGETATIVO;0,0%;;;
2024;39;28;;140;0;;;VEGETATIVO;0,0%;;;
2024;39;50;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;4;21A;104;1;1;3;VEGETATIVO;1,0%;9;9;TOPSPIN
2024;39;26;39B;96;1;1;7;DESBOTON;1,0%;6;14;TOPSPIN
2024;39;29;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;30;;96;0;;;VEGETATIVO;0,0%;;;
2024;39;31;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;26;39B;96;1;1;8;FLOR;1,0%;7;21;TOPSPIN
2024;40;10;40A;172;1;1;9;FLOR;0,6%;11;1;SHORTCAKE BRONZE
2024;40;14;;212;0;;;VEGETATIVO;0,0%;;;
2024;40;46;;48;0;;;VEGETATIVO;0,0%;;;
2024;40;47;;126;0;;;VEGETATIVO;0,0%;;;
2024;40;48;;171;0;;;VEGETATIVO;0,0%;;;
2024;40;4;23A;104;1;1;4;VEGETATIVO;1,0%;3;5;TOPSPIN
2024;40;6;;115;0;;;VEGETATIVO;0,0%;;;
2024;40;7;;132;0;;;VEGETATIVO;0,0%;;;
2024;40;18;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;38;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;41;;80;0;;;VEGETATIVO;0,0%;;;
2024;40;43;;64;0;;;VEGETATIVO;0,0%;;;
2024;40;44;;80;0;;;VEGETATIVO;0,0%;;;
2024;40;45;;88;0;;;VEGETATIVO;0,0%;;;
2024;40;19;29B;96;1;1;11;FLOR;1,0%;3;32;FLAMBEAU
2024;40;49;33A;84;2;2;3;VEGETATIVO;2,4%;2;12,13;PAINTBALL SUNNY
2024;40;19;45B;96;1;1;11;FLOR;1,0%;2;11;FLAMBEAU
2024;40;17;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;16;68A;136;1;1;2;VEGETATIVO;0,7%;10;13;TOPSPIN
2024;40;16;66A;136;40;22;2;VEGETATIVO;16,2%;9,1;1,20,21,22;TOPSPIN
2024;40;16;67A;136;1;1;2;VEGETATIVO;0,7%;11;4;TOPSPIN
2024;40;16;66A;136;2;2;2;VEGETATIVO;1,5%;11;13;TOPSPIN
2024;40;25;34A;96;1;1;7;DESBOTON;1,0%;4;3;TOPSPIN
2024;40;22;;128;0;;;VEGETATIVO;0,0%;;;
2024;40;23;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;27;;88;0;;;VEGETATIVO;0,0%;;;
2024;40;16;67A;136;1;1;3;VEGETATIVO;0,7%;10;14;TOPSPIN
2024;40;29;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;30;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;31;;96;0;;;VEGETATIVO;0,0%;;;
2024;40;32;;48;0;;;VEGETATIVO;0,0%;;;
2024;41;16;68A;136;1;1;3;VEGETATIVO;0,7%;9;23;TOPSPIN
2024;41;4;02B;104;2;2;5;VEGETATIVO;1,9%;1;7;TOPSPIN
2024;41;4;20A;104;1;1;6;VEGETATIVO;1,0%;11;8;TOPSPIN
2024;41;4;19A;104;2;2;6;VEGETATIVO;1,9%;10,4;2,6;TOPSPIN
2024;41;7;51A;132;1;1;10;FLOR;0,8%;6;9;CHIANTI
2024;41;4;19A;104;1;1;6;VEGETATIVO;1,0%;9;4;TOPSPIN
2024;41;26;42B;96;1;1;9;FLOR;1,0%;9;13;TOPSPIN
2024;41;4;20A;104;1;1;6;VEGETATIVO;1,0%;10;16;TOPSPIN
2024;41;16;66A;136;4;4;3;VEGETATIVO;2,9%;4;8;TOPSPIN
2024;41;26;42A;96;1;1;9;FLOR;1,0%;2;3;TOPSPIN
2024;41;38;19A;96;1;1;8;FLOR;1,0%;9;17;MAISY
2024;41;4;19A;104;1;1;6;VEGETATIVO;1,0%;9;20;TOPSPIN
2024;41;4;21A;104;1;1;5;VEGETATIVO;1,0%;9;16;TOPSPIN
2024;41;3;;112;0;;;VEGETATIVO;0,0%;;;
2024;41;5;;72;0;;;VEGETATIVO;0,0%;;;
2024;41;8;;152;0;;;VEGETATIVO;0,0%;;;
2024;41;9;;160;0;;;VEGETATIVO;0,0%;;;
2024;41;11;;180;0;;;VEGETATIVO;0,0%;;;
2024;41;13;;200;0;;;VEGETATIVO;0,0%;;;
2024;41;14;;212;0;;;VEGETATIVO;0,0%;;;
2024;41;48;;171;0;;;VEGETATIVO;0,0%;;;
2024;41;47;;126;0;;;VEGETATIVO;0,0%;;;
2024;41;46;;48;0;;;VEGETATIVO;0,0%;;;
2024;41;44;;80;0;;;VEGETATIVO;0,0%;;;
2024;41;43;;64;0;;;VEGETATIVO;0,0%;;;
2024;41;42;;76;0;;;VEGETATIVO;0,0%;;;
2024;42;44;12A;80;11;11;8;FLOR;13,8%;4;11;FLAMBEAU
2024;42;44;12A;80;2;1;10;FLOR;1,3%;1;3;FLAMBEAU
2024;42;26;42B;96;4;4;10;FLOR;4,2%;7;3;TOPSPIN
2024;42;26;41B;96;2;2;10;FLOR;2,1%;8;4;TOPSPIN
2024;42;26;43B;96;1;1;10;FLOR;1,0%;7;3;TOPSPIN
2024;42;26;29B;96;1;1;10;FLOR;1,0%;1;2;TOPSPIN
2024;42;26;32B;96;1;1;10;FLOR;1,0%;8;9;TOPSPIN
2024;42;4;13A;104;2;2;7;DESBOTON;1,9%;4;11,12,13;TOPSPIN
2024;42;4;19A;104;2;2;7;DESBOTON;1,9%;9;2;TOPSPIN
2024;42;26;40B;96;1;1;10;FLOR;1,0%;3;13;TOPSPIN
2024;42;26;42B;96;1;1;10;FLOR;1,0%;1;5;TOPSPIN
2024;42;4;15A;104;3;2;7;DESBOTON;1,9%;5;2,3;TOPSPIN
2024;42;4;12A;104;1;1;7;DESBOTON;1,0%;10;1;TOPSPIN
2024;42;4;16A;104;1;1;7;DESBOTON;1,0%;9;2;TOPSPIN
2024;42;4;26A;104;1;1;6;VEGETATIVO;1,0%;7;8;TOPSPIN
2024;42;4;27A;104;1;1;6;VEGETATIVO;1,0%;7;12;TOPSPIN
2024;42;4;24A;104;11;8;6;VEGETATIVO;7,7%;6,7,8,11;3,6,16,2,3,4;TOPSPIN
2024;42;4;25A;104;1;1;6;VEGETATIVO;1,0%;5;6;TOPSPIN
2024;42;4;20A;104;6;6;7;DESBOTON;5,8%;8,9;6,9,12,13;TOPSPIN
2024;42;4;21A;104;3;3;7;DESBOTON;2,9%;7,8;22,6,16;TOPSPIN
2024;42;3;28B;112;1;1;6;VEGETATIVO;0,9%;5;3;TOPSPIN
2024;42;4;29A;104;1;1;6;VEGETATIVO;1,0%;6;5;TOPSPIN
2024;42;4;22A;104;2;2;6;VEGETATIVO;1,9%;7,8;3,4;TOPSPIN
2024;42;4;21A;104;2;2;6;VEGETATIVO;1,9%;6,9;5,4;TOPSPIN
2024;42;25;35A;96;1;1;9;FLOR;1,0%;1;2;TOPSPIN
2024;42;4;26A;104;5;1;6;VEGETATIVO;1,0%;2;2;TOPSPIN
2024;42;4;27A;104;1;1;6;VEGETATIVO;1,0%;3;6;TOPSPIN
2024;42;32;01B;48;1;1;5;VEGETATIVO;2,1%;14;6;TOPSPIN
2024;42;25;34B;96;1;1;9;FLOR;1,0%;6;5;TOPSPIN
2024;42;44;15A;80;1;1;8;FLOR;1,3%;9;3;FLAMBEAU
2024;42;44;25B;80;1;1;9;FLOR;1,3%;2;8;ANASTASIA DARK GREEN
2024;42;44;12A;80;2;2;8;FLOR;2,5%;6,7;10,15;FLAMBEAU
2024;42;4;13B;104;2;2;7;DESBOTON;1,9%;10,11;4,8;TOPSPIN
2024;42;4;12A;104;14;10;7;DESBOTON;9,6%;11,8,9,10,5;2,3,9,15,17,5;TOPSPIN
2024;42;1;;96;;;;VEGETATIVO;0,0%;;;
2024;42;2;;104;;;;VEGETATIVO;0,0%;;;
2024;42;5;;72;;;;VEGETATIVO;0,0%;;;
2024;42;6;;115;;;;VEGETATIVO;0,0%;;;
2024;42;8;;152;;;;VEGETATIVO;0,0%;;;
2024;42;9;;160;;;;VEGETATIVO;0,0%;;;
2024;42;12;;192;;;;VEGETATIVO;0,0%;;;
2024;42;14;;212;;;;VEGETATIVO;0,0%;;;
2024;42;16;;136;;;;VEGETATIVO;0,0%;;;
2024;42;17;;96;;;;VEGETATIVO;0,0%;;;
2024;42;18;;96;;;;VEGETATIVO;0,0%;;;
2024;42;20;;96;;;;VEGETATIVO;0,0%;;;
2024;42;21;;88;;;;VEGETATIVO;0,0%;;;
2024;42;22;;128;;;;VEGETATIVO;0,0%;;;
2024;42;24;;96;;;;VEGETATIVO;0,0%;;;
2024;42;27;;88;;;;VEGETATIVO;0,0%;;;
2024;42;31;;96;;;;VEGETATIVO;0,0%;;;
2024;42;30;;96;;;;VEGETATIVO;0,0%;;;
2024;42;47;;126;;;;VEGETATIVO;0,0%;;;
2024;42;48;;171;;;;VEGETATIVO;0,0%;;;
2024;42;50;;96;;;;VEGETATIVO;0,0%;;;
2024;43;26;32B;96;1;1;10;FLOR;1,0%;5;9;TOPSPIN
2024;43;46;32A;48;1;1;8;FLOR;2,1%;10;18;TOPSPIN
2024;43;9;40A;160;1;1;2;VEGETATIVO;0,6%;9;13;MAGNUM
2024;43;11;58B;180;1;1;9;FLOR;0,6%;8;4;SHORTCAKE
2024;43;11;54B;180;1;1;9;FLOR;0,6%;8;1;SHORTCAKE
2024;43;16;68A;136;1;1;5;VEGETATIVO;0,7%;9;16;TOPSPIN
2024;43;11;57B;180;2;2;9;FLOR;1,1%;8;8;SHORTCAKE
2024;43;11;53B;180;1;1;9;FLOR;0,6%;9;11;SHORTCAKE
2024;43;4;16A;104;1;1;8;FLOR;1,0%;8;15;TOPSPIN
2024;43;12;25B;192;1;1;10;FLOR;0,5%;2;2;SHORTCAKE BRONZE
2024;43;11;52B;180;2;2;9;FLOR;1,1%;9;6,16;SHORTCAKE BRONZE
2024;43;11;56B;180;113;98;9;FLOR;54,4%;7,8;9, 13, 14,1,17;MAISY
2024;43;11;55B;180;14;12;9;FLOR;6,7%;7,8,9;18,7,2,6,9,15;SHORTCAKE
2024;43;4;17A;104;1;1;8;FLOR;1,0%;2;6;TOPSPIN
2024;43;11;57B;180;1;1;9;FLOR;0,6%;9;8;SHORTCAKE
2024;43;11;58B;180;1;1;9;FLOR;0,6%;7;8;SHORTCAKE
2024;43;12;96A;192;1;1;10;FLOR;0,5%;1;9;BRAZUCA
2024;43;4;19A;104;4;4;8;FLOR;3,8%;4, 10, 6, 3;2, 5, 3, 17;TOPSPIN
2024;43;4;20A;104;1;1;8;FLOR;1,0%;4;9;TOPSPIN
2024;43;25;35A;96;1;1;10;FLOR;1,0%;9;3;TOPSPIN
2024;43;25;13A;96;1;1;10;FLOR;1,0%;9;14;TOPSPIN
2024;43;4;13A;104;1;1;4;VEGETATIVO;1,0%;3;18;TOPSPIN
2024;43;4;17A;104;1;1;8;FLOR;1,0%;9;9;TOPSPIN
2024;43;25;41B;96;1;1;10;FLOR;1,0%;6;19;TOPSPIN
2024;43;25;28B;96;1;1;10;FLOR;1,0%;5;14;FLAMBEAU
2024;43;26;28A;96;1;1;10;FLOR;1,0%;7;16;TOPSPIN
2024;43;25;43A;96;1;1;9;FLOR;1,0%;7;16;TOPSPIN
2024;43;11;51B;180;1;1;9;FLOR;0,6%;7;13;SHORTCAKE BRONZE
2024;43;4;26A;104;1;1;7;DESBOTON;1,0%;7;18;TOPSPIN
2024;43;44;25B;80;1;1;10;FLOR;1,3%;1;15;ANASTASIA DARK GREEN
2024;43;4;25A;104;3;3;7;DESBOTON;2,9%;7,9;15,20,9;TOPSPIN
2024;43;44;34B;80;1;1;10;FLOR;1,3%;6;7;ANASTASIA DARK GREEN
2024;43;25;42A;96;1;1;8;FLOR;1,0%;10;6;TOPSPIN
2024;43;11;57B;180;1;1;9;FLOR;0,6%;11;11;SHORTCAKE
2024;43;49;23B;84;1;1;6;VEGETATIVO;1,2%;6;16;ARTIC QUEEN
2024;43;4;16A;104;1;1;8;FLOR;1,0%;8;10;TOPSPIN
2024;43;11;57B;180;2;2;9;FLOR;1,1%;8;3,1;SHORTCAKE BRONZE
2024;43;44;40B;80;7;7;10;FLOR;8,8%;4,5;10,16,1;ANASTASIA DARK GREEN
2024;43;11;60A;180;1;1;1;VEGETATIVO;0,6%;10;7;LEXY
2024;43;11;59A;180;1;1;9;FLOR;0,6%;8;15;CHAMPAGNE YELLOW
2024;43;4;05A;104;1;1;7;DESBOTON;1,0%;5;10;TOPSPIN
2024;43;4;13A;104;2;2;8;FLOR;1,9%;3,1;4,15;TOPSPIN
2024;43;4;19A;104;1;1;8;FLOR;1,0%;7;13;TOPSPIN
2024;43;4;21A;104;1;1;7;DESBOTON;1,0%;8;13;TOPSPIN
2024;43;4;26A;104;14;13;7;DESBOTON;12,5%;7;5,6;TOPSPIN
2024;43;4;27A;104;16;15;7;DESBOTON;14,4%;7;9,15;TOPSPIN
2024;43;4;24A;104;3;3;7;DESBOTON;2,9%;7,8;20,11;TOPSPIN
2024;43;4;25A;104;5;5;7;DESBOTON;4,8%;6;13;TOPSPIN
2024;43;4;22A;104;2;2;7;DESBOTON;1,9%;11;5,7;TOPSPIN
2024;43;4;18A;104;1;1;8;FLOR;1,0%;2;8;TOPSPIN
2024;43;4;19A;104;11;10;8;FLOR;9,6%;9,2,3,11,10;8,12,3,13,9,15,10,17,11,3,12;TOPSPIN
2024;43;4;20A;104;2;2;7;DESBOTON;1,9%;7;7;TOPSPIN
2024;43;1;;96;;;;VEGETATIVO;0,0%;;;
2024;43;2;;104;;;;VEGETATIVO;0,0%;;;
2024;43;5;;72;;;;VEGETATIVO;0,0%;;;
2024;43;6;;115;;;;VEGETATIVO;0,0%;;;
2024;43;7;;132;;;;VEGETATIVO;0,0%;;;
2024;43;8;;152;;;;VEGETATIVO;0,0%;;;
2024;43;10;;172;;;;VEGETATIVO;0,0%;;;
2024;43;13;;200;;;;VEGETATIVO;0,0%;;;
2024;43;17;;96;;;;VEGETATIVO;0,0%;;;
2024;43;18;;96;;;;VEGETATIVO;0,0%;;;
2024;43;19;;96;;;;VEGETATIVO;0,0%;;;
2024;43;20;;96;;;;VEGETATIVO;0,0%;;;
2024;43;22;;128;;;;VEGETATIVO;0,0%;;;
2024;43;23;;96;;;;VEGETATIVO;0,0%;;;
2024;43;24;;96;;;;VEGETATIVO;0,0%;;;
2024;43;27;;88;;;;VEGETATIVO;0,0%;;;
2024;43;28;;140;;;;VEGETATIVO;0,0%;;;
2024;43;29;;96;;;;VEGETATIVO;0,0%;;;
2024;43;30;;96;;;;VEGETATIVO;0,0%;;;
2024;43;31;;96;;;;VEGETATIVO;0,0%;;;
2024;43;32;;48;;;;VEGETATIVO;0,0%;;;
2024;43;33;;96;;;;VEGETATIVO;0,0%;;;
2024;43;34;;76;;;;VEGETATIVO;0,0%;;;
2024;43;35;;80;;;;VEGETATIVO;0,0%;;;
2024;43;36;;32;;;;VEGETATIVO;0,0%;;;
2024;43;37;;96;;;;VEGETATIVO;0,0%;;;
2024;43;38;;96;;;;VEGETATIVO;0,0%;;;
2024;43;41;;80;;;;VEGETATIVO;0,0%;;;
2024;43;42;;76;;;;VEGETATIVO;0,0%;;;
2024;43;47;;126;;;;VEGETATIVO;0,0%;;;
2024;44;3;52A;112;1;1;8;FLOR;0,9%;6;6;TOPSPIN
2024;44;3;52A;112;1;1;8;FLOR;0,9%;2;3;TOPSPIN
2024;44;3;44B;112;1;1;8;FLOR;0,9%;3;12;TOPSPIN
2024;44;3;28B;112;1;1;7;DESBOTON;0,9%;4;6;TOPSPIN
2024;44;3;29B;112;1;1;7;DESBOTON;0,9%;4;6;TOPSPIN
2024;44;3;40B;112;1;1;7;DESBOTON;0,9%;4;7;TOPSPIN
2024;44;46;32A;48;1;1;10;FLOR;2,1%;10;22;TOPSPIN
2024;44;6;25B;115;1;1;2;VEGETATIVO;0,9%;5;4;TOPSPIN
2024;44;11;58B;180;1;1;10;FLOR;0,6%;5;17;SHORTCAKE
2024;44;11;56B;180;1;1;10;FLOR;0,6%;9;4;MAISY
2024;44;11;69B;180;1;1;11;FLOR;0,6%;4;8;CRESTA PURPLE
2024;44;12;96A;192;1;1;11;FLOR;0,5%;4;11;BRAZUCA
2024;44;11;52B;180;1;1;10;FLOR;0,6%;2;9;SHORTCAKE BRONZE
2024;44;47;12B;126;1;1;9;FLOR;0,8%;2;17;VITAMINA C
2024;44;4;13A;104;2;2;9;FLOR;1,9%;10,6;17;TOPSPIN
2024;44;4;17A;104;1;1;9;FLOR;1,0%;6;14;TOPSPIN
2024;44;4;22A;104;1;1;8;FLOR;1,0%;5;11;TOPSPIN
2024;44;4;17A;104;2;2;9;FLOR;1,9%;6,7;14,12;TOPSPIN
2024;44;47;12B;126;1;1;10;FLOR;0,8%;6;3;CARIBBEAN SUNSET
2024;44;4;12A;104;1;1;9;FLOR;1,0%;7;4;TOPSPIN
2024;44;4;15A;104;1;1;9;FLOR;1,0%;4;17;TOPSPIN
2024;44;11;50B;180;1;1;10;FLOR;0,6%;8;2;SHORTCAKE BRONZE
2024;44;4;17A;104;1;1;9;FLOR;1,0%;4;8;TOPSPIN
2024;44;4;24A;104;2;2;8;FLOR;1,9%;8,6;13,8;TOPSPIN
2024;44;25;28B;96;74;;11;FLOR;0,0%;5;11,12,18;FLAMBEAU
2024;44;4;18A;104;205;;9;FLOR;0,0%;2,5,7,9,11;;TOPSPIN
2024;44;3;52A;112;2;2;9;FLOR;1,8%;6,5;7,17;TOPSPIN
2024;44;12;96A;192;2;;14;FLOR;0,0%;;;BRAZUCA
2024;44;3;26B;112;1;1;8;FLOR;0,9%;5;5;TOPSPIN
2024;44;3;13A;112;2;2;7;DESBOTON;1,8%;4;3,4;TOPSPIN
2024;44;1;;96;;;;VEGETATIVO;0,0%;;;
2024;44;2;;104;;;;VEGETATIVO;0,0%;;;
2024;44;5;;72;;;;VEGETATIVO;0,0%;;;
2024;44;7;;132;;;;VEGETATIVO;0,0%;;;
2024;44;8;;152;;;;VEGETATIVO;0,0%;;;
2024;44;9;;160;;;;VEGETATIVO;0,0%;;;
2024;44;10;;172;;;;VEGETATIVO;0,0%;;;
2024;44;13;;200;;;;VEGETATIVO;0,0%;;;
2024;44;14;;212;;;;VEGETATIVO;0,0%;;;
2024;44;16;;136;;;;VEGETATIVO;0,0%;;;
2024;44;18;;96;;;;VEGETATIVO;0,0%;;;
2024;44;17;;96;;;;VEGETATIVO;0,0%;;;
2024;44;19;;96;;;;VEGETATIVO;0,0%;;;
2024;44;20;;96;;;;VEGETATIVO;0,0%;;;
2024;44;22;;128;;;;VEGETATIVO;0,0%;;;
2024;44;23;;96;;;;VEGETATIVO;0,0%;;;
2024;44;24;;96;;;;VEGETATIVO;0,0%;;;
2024;44;26;;96;;;;VEGETATIVO;0,0%;;;
2024;44;27;;88;;;;VEGETATIVO;0,0%;;;
2024;44;28;;140;;;;VEGETATIVO;0,0%;;;
2024;44;29;;96;;;;VEGETATIVO;0,0%;;;
2024;44;30;;96;;;;VEGETATIVO;0,0%;;;
2024;44;31;;96;;;;VEGETATIVO;0,0%;;;
2024;44;32;;48;;;;VEGETATIVO;0,0%;;;
2024;44;33;;96;;;;VEGETATIVO;0,0%;;;
2024;44;34;;76;;;;VEGETATIVO;0,0%;;;
2024;44;35;;80;;;;VEGETATIVO;0,0%;;;
2024;44;37;;96;;;;VEGETATIVO;0,0%;;;
2024;44;44;;80;;;;VEGETATIVO;0,0%;;;
2024;44;49;;84;;;;VEGETATIVO;0,0%;;;
2024;44;50;;96;;;;VEGETATIVO;0,0%;;;
2024;45;44;11A;80;1;1;11;FLOR;1,3%;2;5;FLAMBEAU
2024;45;4;23A;104;2;2;9;FLOR;1,9%;8;5;TOPSPIN
2024;45;14;41B;212;19;10;2;VEGETATIVO;4,7%;11;7;RASPBERRY BRULEE
2024;45;14;41B;212;9;9;2;VEGETATIVO;4,2%;11;6,7;RASPBERRY BRULEE
2024;45;14;42B;212;2;2;2;VEGETATIVO;0,9%;11;17,18;RASPBERRY BRULEE
2024;45;4;16A;104;1;1;10;FLOR;1,0%;5;11;TOPSPIN
2024;45;4;17A;104;15;14;10;FLOR;13,5%;2, 3, 4, 8, 10;"15,16; 8, 9, 10, 11,12,13; 10; 6, 7,8;  13";TOPSPIN
2024;45;4;19A;104;8;8;10;FLOR;7,7%;3,4;"6, 7,8; 9, 14";TOPSPIN
2024;45;4;20A;104;5;5;10;FLOR;4,8%;7,8;11,14,1;TOPSPIN
2024;45;44;39B;80;35;8;10;FLOR;10,0%;5;5;ANASTASIA DARK GREEN
2024;45;4;17A;104;2;2;10;FLOR;1,9%;3;7;TOPSPIN
2024;45;4;19A;104;1;1;10;FLOR;1,0%;3;9;TOPSPIN
2024;45;4;20A;104;1;1;10;FLOR;1,0%;2;4;TOPSPIN
2024;45;4;20A;104;1;;14;FLOR;0,0%;;;TOPSPIN
2024;45;4;21A;104;1;;14;FLOR;0,0%;;;TOPSPIN
2024;45;4;20A;104;1;;14;FLOR;0,0%;;;TOPSPIN
2024;45;4;12A;104;2;;14;FLOR;0,0%;;;TOPSPIN
